13/12/2021 18:58:47.278 0 1639421927278
13/12/2021 18:58:47.280 0 1639421927280
13/12/2021 18:58:47.281 0 1
13/12/2021 18:58:47.281 0 0
13/12/2021 18:58:47.281 0 0
13/12/2021 18:58:47.281 0 0
13/12/2021 18:58:47.281 0 0
13/12/2021 18:58:47.281 0 0
13/12/2021 18:58:47.281 0 0
13/12/2021 18:58:47.281 0 0
13/12/2021 18:58:47.281 0 0
13/12/2021 18:58:47.281 0 0
13/12/2021 18:58:47.281 0 0
13/12/2021 18:58:47.281 1 0
13/12/2021 18:58:47.282 0 1
13/12/2021 18:58:47.282 0 0
13/12/2021 18:58:47.282 0 0
13/12/2021 18:58:47.282 0 0
13/12/2021 18:58:47.282 0 0
13/12/2021 18:58:47.282 0 0
13/12/2021 18:58:47.282 0 0
13/12/2021 18:58:47.282 0 0
13/12/2021 18:58:47.282 0 0
13/12/2021 18:58:47.282 0 0
13/12/2021 18:58:47.282 0 0
13/12/2021 18:58:47.282 0 0
13/12/2021 18:58:47.282 0 0
13/12/2021 18:58:47.282 0 0
13/12/2021 18:58:47.282 0 0
13/12/2021 18:58:47.282 0 0
13/12/2021 18:58:47.282 0 0
13/12/2021 18:58:47.282 0 0
13/12/2021 18:58:47.282 0 0
13/12/2021 18:58:47.282 0 0
13/12/2021 18:58:47.282 0 0
13/12/2021 18:58:47.282 0 0
13/12/2021 18:58:47.282 0 0
13/12/2021 18:58:47.282 0 0
13/12/2021 18:58:47.282 0 0
13/12/2021 18:58:47.282 0 0
13/12/2021 18:58:47.282 0 0
13/12/2021 18:58:47.282 0 0
13/12/2021 18:58:47.282 0 0
13/12/2021 18:58:47.282 0 0
13/12/2021 18:58:47.282 0 0
13/12/2021 18:58:47.282 0 0
13/12/2021 18:58:47.282 0 0
13/12/2021 18:58:47.282 0 0
13/12/2021 18:58:47.282 0 0
13/12/2021 18:58:47.282 0 0
13/12/2021 19:04:54.955 0 1639422294955
13/12/2021 19:04:54.958 0 3
13/12/2021 19:04:54.957 0 1639422294957
13/12/2021 19:04:54.958 0 1
13/12/2021 19:04:54.958 0 0
13/12/2021 19:04:54.958 0 0
13/12/2021 19:04:54.958 0 0
13/12/2021 19:04:54.959 0 1
13/12/2021 19:04:54.959 0 0
13/12/2021 19:04:54.959 0 0
13/12/2021 19:04:54.959 0 0
13/12/2021 19:04:54.959 0 0
13/12/2021 19:04:54.959 0 0
13/12/2021 19:04:54.959 0 0
13/12/2021 19:04:54.959 0 0
13/12/2021 19:04:54.959 0 0
13/12/2021 19:04:54.959 0 0
13/12/2021 19:04:54.959 0 0
13/12/2021 19:04:54.959 0 0
13/12/2021 19:04:54.959 0 0
13/12/2021 19:04:54.959 0 0
13/12/2021 19:04:54.959 0 0
13/12/2021 19:04:54.959 0 0
13/12/2021 19:04:54.959 0 0
13/12/2021 19:04:54.959 0 0
13/12/2021 19:04:54.959 0 0
13/12/2021 19:04:54.959 0 0
13/12/2021 19:04:54.959 0 0
13/12/2021 19:04:54.959 0 0
13/12/2021 19:04:54.959 0 0
13/12/2021 19:04:54.959 0 0
13/12/2021 19:04:54.959 0 0
13/12/2021 19:04:54.959 0 0
13/12/2021 19:04:54.959 0 0
13/12/2021 19:04:54.959 0 0
13/12/2021 19:04:54.959 0 0
13/12/2021 19:04:54.960 0 1
13/12/2021 19:04:54.960 0 0
13/12/2021 19:04:54.960 0 0
13/12/2021 19:04:54.960 0 0
13/12/2021 19:04:54.960 0 0
13/12/2021 19:04:54.960 0 0
13/12/2021 19:04:54.960 0 0
13/12/2021 19:04:54.960 0 0
13/12/2021 19:04:54.960 0 0
13/12/2021 19:04:54.960 0 0
13/12/2021 19:04:54.960 0 0
13/12/2021 19:04:54.960 0 0
13/12/2021 19:04:54.960 0 0
